"","X","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","binned","stars"
"501",67660,"US","This reserve level wine brings high-toned aromas of herbs, violets, bittersweet cocoa, mint and dark fruits. The palate displays layered, full-bodied cherry and chocolate flavors that show density and depth. It's an impressive display that captures the senses with its seamless feel.","Vintage Select",94,95,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Feather 2013 Vintage Select Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Feather","4",3.5
"502",60065,"US","Fermented and aged entirely in stainless steel, this fun, approachable wine is ready for the beach or picnic grounds. Round and easygoing on the palate, it shows tart apple, lime and lemongrass flavors.","Y3",86,16,"California","Napa Valley","Napa","Virginie Boone","@vboone","Jax 2016 Y3 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Jax","1",1.5
"503",116368,"Italy","Rasula shows ripe aromas of blackberry and prune with lingering tones of spice and leather in the background. It's a simple value wine with a chewy, rich mouthfeel.","Rasula",85,12,"Sicily & Sardinia","Sicilia",NA,NA,NA,"Maggiovini 2007 Rasula Cabernet Sauvignon (Sicilia)","Cabernet Sauvignon","Maggiovini","1",1.25
"504",76218,"France","The nose is fresh but shows complete restraint. The palate gently draws pure Comice pear fruit, its ripeness tempered with ample clean freshness. A streamlined precise slenderness characterizes this bone-dry, restrained and therefore utterly elegant Pinot Gris. It's a class act to drink from now through 2030.","Réserve",94,28,"Alsace","Alsace",NA,"Anne Krebiehl MW","@AnneInVino","Trimbach 2015 Réserve Pinot Gris (Alsace)","Pinot Gris","Trimbach","4",3.5
"505",17374,"US","Waxy in mouthfeel and dark gold in color, this wine offers simple fresh lemon and green apple flavors, its finish expansive and full.","Mounts Family Vineyard",88,24,"California","Dry Creek Valley","Sonoma","Virginie Boone","@vboone","C R Graybehl 2015 Mounts Family Vineyard Grenache Blanc (Dry Creek Valley)","Grenache Blanc","C R Graybehl","2",2
"506",116923,"US","This wine gives all kind of reductive funkiness on the nose, with overpowering rubber and tar aromas. It's sour once sipped and too tannic to drink right now, but time may forgive a little bit.","Blackfoot",82,50,"California","Paso Robles","Central Coast","Matt Kettmann","@mattkettmann","Wild Coyote 2012 Blackfoot Tempranillo (Paso Robles)","Tempranillo","Wild Coyote","0",0.5
"507",20746,"Italy","This opens with subdued oak, dried tropical fruit and bell pepper aromas. On the medium-bodied palate, a confected hint of coconut accents grapefruit and mature peach flavors.",NA,87,21,"Northeastern Italy","Collio",NA,"Kerin O’Keefe","@kerinokeefe","Primosic 2015 Sauvignon (Collio)","Sauvignon","Primosic","2",1.75
"508",33844,"Italy","Beauty and purity emerge from the nose of this highly complex and delicate dessert wine. Aromas include pressed flowers, honey, white peach and a touch of mustiness that adds depth and dimension at the back. It's a smooth, succulent drink that delivers sweetness, but never too much of it. Gorgeous.","Picolit",96,90,"Northeastern Italy","Colli Orientali del Friuli",NA,NA,NA,"Livio Felluga 2006 Picolit Picolit (Colli Orientali del Friuli)","Picolit","Livio Felluga","5",4
"509",72237,"Italy","This is a warm, earthy interpretation of Barolo with seductive aromas of black fruit, cured meats, white mushroom, ash and blue flowers. The wine shows character and power with firm, full tannins and fleshy fruit flavors. Pair it with succulent meat or aged cheese.",NA,91,NA,"Piedmont","Barolo",NA,NA,NA,"Tenimenti Ca' Bianca 2004  Barolo","Nebbiolo","Tenimenti Ca' Bianca","3",2.75
"510",83133,"US","A shock of ripe raspberry and grenadine marks the entry of this sexy wine, which is tingling in cinnamon spice and forested earth. Softly layered and smooth, it offers both structure and weight, and is approachable now.","Jaden and Keira's Cuvée",91,35,"California","Sonoma Coast","Sonoma","Virginie Boone","@vboone","Kastania 2012 Jaden and Keira's Cuvée Pinot Noir (Sonoma Coast)","Pinot Noir","Kastania","3",2.75
"511",93838,"France","A very soft, ripe and open wine that lacks structure. The best aspects are the finely judged wood element and the light acidity that floats at the end.",NA,87,NA,"Burgundy","Meursault",NA,"Roger Voss","@vossroger","Roux Père et Fils 2007  Meursault","Chardonnay","Roux Père et Fils","2",1.75
"512",23542,"France","This fresh, fruity wine is full of red cherry and berry flavors. A light touch of tannin holds the fruit and acidity together. It's a fine, simple Burgundy, ready to be drunk now.","Beaucharme",85,19,"Burgundy","Bourgogne",NA,"Roger Voss","@vossroger","Louis Max 2013 Beaucharme  (Bourgogne)","Pinot Noir","Louis Max","1",1.25
"513",14224,"US","This is pleasant and light, with a strawberry flavor that's lightly threaded with streaks of spice and sandalwood. It's a delicate and pretty wine, reflective of the cooler vintage.","Nicholas Estate",88,32,"Oregon","Chehalem Mountains","Willamette Valley","Paul Gregutt","@paulgwine ","Anam Cara 2010 Nicholas Estate Pinot Noir (Chehalem Mountains)","Pinot Noir","Anam Cara","2",2
"514",19123,"France","Bold and very clumsy. There are leathery elements to the nose and wild, grapy fruit that stumbles onto the palate. A wall of tannins hits you on the finish, and throughout it's untamed and overdone. Very fruity and forward, but devoid of tact.",NA,80,8,"Languedoc-Roussillon","Vin de Pays d'Oc",NA,"Michael Schachner","@wineschach","Château de Pennautier 2001 Cabernet Sauvignon (Vin de Pays d'Oc)","Cabernet Sauvignon","Château de Pennautier","0",0
"515",38110,"Australia","Filled with scents and flavors of black earth, cedar and dark fruit, this impressively full-bodied wine demands to be served with something similarly big and meaty. Despite its size, it's open-knit and accessible, with just enough coarse tannins on the finish to cut the richness of beef steaks or braises.","The Laughing Magpie",89,29,"South Australia","McLaren Vale",NA,"Joe Czerwinski","@JoeCz","D'Arenberg 2009 The Laughing Magpie Shiraz-Viognier (McLaren Vale)","Shiraz-Viognier","D'Arenberg","2",2.25
"516",28227,"US","Occupying the bottom rung (in terms of cost) of the Columbia Crest ladder, Two Vines wines are generally light, quite clean and simple, with a minimum exposure to oak. This fits the mold, with flavors of strawberry chews and cotton candy. The tannins are also light and herbal, with an earthy, pleasantly leafy finish.","Two Vines",85,8,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Columbia Crest 2005 Two Vines Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Columbia Crest","1",1.25
"517",33745,"Austria","Full, ripe black berry fruited wine. Although young, it already has a soft and smooth texture bringing out richness as well as fruitiness. Spice and pepper add complexity. Not for long aging, this is ready to drink now. Screwcap.","Famos",86,23,"Burgenland",NA,NA,"Roger Voss","@vossroger","Nittnaus Hans und Christine 2011 Famos Red (Burgenland)","Austrian Red Blend","Nittnaus Hans und Christine","1",1.5
"518",68576,"US","In 2007 the winery's Estate bottling seems to capture a bit more nuance and detail than the reserve, though admittedly it does not have quite the same concentration. For those who prize finesse, this is the wine of the vintage. Herbal and resiny, it's like sniffing a fine wine in a pine forest. It balances raspberry and sour cherry fruit with the tart and herbal “wild” side of Oregon Pinot. Penetrating and complex.","Estate",91,55,"Oregon","Dundee Hills","Willamette Valley","Paul Gregutt","@paulgwine ","De Ponte Cellars 2007 Estate Pinot Noir (Dundee Hills)","Pinot Noir","De Ponte Cellars","3",2.75
"519",19826,"Italy","From the distant 1994 vintage, this Vin Santo blend of Trebbiano and Malvasia has been aged an astonishing 15 years in small oak barrel. You can detect some of that evolution on the bouquet thanks to aromas of dried apricot, marron glacé, maple syrup and candied fruit with cinnamon spice. It's a sweet, thick wine with great intensity and the potential to age many more years to come.","Riserva",93,140,"Tuscany","Vin Santo del Chianti Rufina",NA,NA,NA,"Fattoria di Grignano 1994 Riserva  (Vin Santo del Chianti Rufina)","White Blend","Fattoria di Grignano","4",3.25
"520",119054,"France","The year 2009 seems to have been a tannic one in Fleurie, producing wines that will benefit from some aging. This fits that bill well, a mineral and austere black fruit flavored wine, with a smoky aftertaste to go with tight acidity.","La Madone",88,NA,"Beaujolais","Fleurie",NA,"Roger Voss","@vossroger","Georges Duboeuf 2009 La Madone  (Fleurie)","Gamay","Georges Duboeuf","2",2
"521",40604,"Italy","This opens with aromas of ripe black plum, tilled soil, blue flower, leather and game. The palate is still very tight but offers black cherry and bitter prune accented by notes of black pepper, clove, graphite and nutmeg. It's all supported by a backbone of assertive tannins. Drink after 2019.","Pago dei Fusi",90,60,"Southern Italy","Taurasi",NA,"Kerin O’Keefe","@kerinokeefe","Terredora 2009 Pago dei Fusi  (Taurasi)","Aglianico","Terredora","3",2.5
"522",5119,"US","Candied cranberry and grape meet with light nutmeg, gingersnap cookies and wet slate on the rich, interesting nose of this wine by Lompoc-based Brian Loring. The palate is power-packed and spicy, with boysenberry, sandalwood, cedar, incense, star anise and black-tea touches.","Sierra Mar Vineyard",92,54,"California","Santa Lucia Highlands","Central Coast","Matt Kettmann","@mattkettmann","Loring Wine Company 2015 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Loring Wine Company","3",3
"523",52595,"France","A soft, strawberry flavored wine that is smooth and immediately attractive. Despite its low alcohol, it has a ripe feel to it from the rich fruit and the almost off-dry character. The acidity gently kicks in at the end.",NA,85,NA,"Languedoc-Roussillon","Languedoc",NA,"Roger Voss","@vossroger","Carayon la Rose 2015 Rosé (Languedoc)","Rosé","Carayon la Rose","1",1.25
"524",38382,"US","Spicy, with clove and juicy black-cherry flavors, this approachable, densely packed wine is full of fruit and integrated power, yet surprisingly balanced. Soft chocolate and tobacco notes accent the fruit as a long finish wraps up the experience.",NA,90,30,"California","Napa Valley","Napa","Virginie Boone","@vboone","Black Stallion 2014 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Black Stallion","3",2.5
"525",90920,"US","This might be one of the best values on the market, given the quality. Equal parts pretty and funky, it's a tightly wound, savory, fruity wine that's elegant and compelling. The tannins and oak are lightly imprinted around strawberry-rhubarb and fresh-cut rose, and the texture seductively silky. This is a delicious treat of a wine that should also age.","Russian River Selection",95,45,"California","Russian River Valley","Sonoma","Virginie Boone","@vboone","Gary Farrell 2013 Russian River Selection Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell","4",3.75
"526",102513,"US","While the nose suggests a hint of pressed apple, the palate on this richly textured Chardonnay is bright with yellow plum and apple flavors touched with spice, smoke and cream. Revitalizing acidity freshens the midpalate, leaving the finish brisk and clean.",NA,89,18,"New York","Seneca Lake","Finger Lakes","Anna Lee C. Iijima",NA,"Bellangelo 2013 Chardonnay (Seneca Lake)","Chardonnay","Bellangelo","2",2.25
"527",115112,"France","From old vines and only produced in top vintages, this ripe perfumed wine is impressive. Rich with tropical fruits, layers of vanilla and acidity, it is full, up-front and packed with concentrated flavors and textures. Like many wines from this appellation, it can age and will be better from 2019.","Prestige",92,23,"Loire Valley","Pouilly-Fumé",NA,"Roger Voss","@vossroger","Domaine Chatelain 2015 Prestige  (Pouilly-Fumé)","Sauvignon Blanc","Domaine Chatelain","3",3
"528",2683,"France","Givry is one of the unsung values in Burgundy. This ripe and structured wine shows why. It has weight, a firm texture and red plum and strawberry fruit flavors. All these elements are held together by a dark sense of tannin and fine acidity.",NA,90,35,"Burgundy","Givry",NA,"Roger Voss","@vossroger","Antonin Rodet 2010  Givry","Pinot Noir","Antonin Rodet","3",2.5
"529",16554,"US","Shows Zinfandel's rustic, rugged side, with irregular tannins, high alcohol and ripe berry fruit and spice flavors. Almost as sweet as a minor Port. Ready to drink now.","Pauline's Vineyard",84,32,"California","Dry Creek Valley","Sonoma",NA,NA,"Kokomo 2009 Pauline's Vineyard Zinfandel (Dry Creek Valley)","Zinfandel","Kokomo","1",1
"530",72375,"Argentina","Core berry aromas are fresh and solid, while nuances of wild herbs, leather and smoky rubber give this Malbec some character out of the chute. A jammy, fairly lush palate gives flavors of plum, raspberry and cassis. On the finish, this is solid and doesn't change much. Drink at any point over the next few years.","Colección",88,11,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Bodega Norton 2014 Colección Malbec (Mendoza)","Malbec","Bodega Norton","2",2
"531",94932,"Australia","This unwooded Chardonnay takes a bit of swirling in the glass before revealing subtle notes of citrus, stone fruit, melon, and blossoms. The palate really perks up with a chalky texture, medium weight and zingy, lemony finish. Crack this one open with poultry or veggies.","Estate Unwooded",88,NA,"South Australia","Adelaide Hills",NA,NA,NA,"Wicks 2015 Estate Unwooded Chardonnay (Adelaide Hills)","Chardonnay","Wicks","2",2
